layer,layer_index,module,shape,safety_norm,utility_norm,safe_norm,merged_utility_norm,projected_utility_norm,cos_safety_safe,cos_safety_utility,cos_utility_safe,cos_merged_projected,merged_utility_retained_ratio,merged_utility_damage_ratio,merged_total_energy_ratio,projected_utility_retained_ratio,projected_utility_damage_ratio,projected_total_energy_ratio,safety_max,safety_min,safety_mean,safety_var,utility_max,utility_min,utility_mean,utility_var,safe_max,safe_min,safe_mean,safe_var,merged_utility_max,merged_utility_min,merged_utility_mean,merged_utility_var,projected_utility_max,projected_utility_min,projected_utility_mean,projected_utility_var
layers.14.self_attn.v_proj,14,v_proj,"[1024, 4096]",0.04022008180618286,0.02809864655137062,0.04169124737381935,0.04970106482505798,1.7193871826748364e-05,-0.004872037563472986,0.039346225559711456,-0.0006120513426139951,0.004240956623107195,1.1039215351789977,0.0,3.128657341003418,1.4020873435243675e-13,0.9999999999998598,3.7444502254402323e-07,0.0001664500159677118,-0.00017646225751377642,3.1796778543480286e-09,3.857590080702522e-10,0.00011279965110588819,-0.00011518040264490992,1.250016978815438e-09,1.8828072434473597e-10,0.00020056572975590825,-0.00018227034888695925,4.245859219764725e-09,4.144980192410941e-10,0.00019241328118368983,-0.00018731939780991524,4.412004983578299e-09,5.890659071638993e-10,7.517125055755969e-08,-8.271656071201505e-08,-1.7510621858757291e-12,7.050078889635176e-17
layers.15.mlp.down_proj,15,down_proj,"[4096, 14336]",0.0965161919593811,0.07829438149929047,0.09440628439188004,0.12597018480300903,0.0003857800620608032,-0.013936988078057766,0.03137188032269478,-0.004992781672626734,0.013681047596037388,1.069961629124009,0.0,2.5836269855499268,5.909151814544101e-10,0.9999999994090848,2.4308752472279593e-05,0.00013551559823099524,-0.00013368607324082404,-2.6955468968026253e-09,1.6070951514013387e-10,0.0001055920947692357,-0.00010381081665400416,-5.790387613835435e-10,1.0567856312260204e-10,0.0001565316051710397,-0.00014830540749244392,3.0773991688270996e-10,1.537547311691867e-10,0.0001881422067526728,-0.0001846341765485704,-3.255141267644035e-09,2.7303381777699087e-10,6.062021498109971e-07,-6.398269078999874e-07,-1.257892119459203e-12,2.5689130744101273e-15
layers.15.mlp.gate_proj,15,gate_proj,"[14336, 4096]",0.205814391374588,0.112674281001091,0.25858303904533386,0.2358022928237915,0.0002004348352784291,-0.004358959849923849,0.011558402329683304,-0.0018025102326646447,0.004643056076020002,1.0379466799832358,0.0,4.377347946166992,1.0067493851280899e-11,0.9999999999899325,3.172927108607837e-06,0.0003443546302150935,-0.0003115028084721416,-1.9639865289633462e-09,7.306371063720007e-10,0.00017086658044718206,-0.00017431376909371465,-2.4585433688883995e-09,2.1863119648024565e-10,0.00048057339154183865,-0.00046528410166502,-3.270915760467119e-09,1.1530872923160018e-09,0.0003477763675618917,-0.00031708620372228324,-4.406678577595358e-09,9.570251258139706e-10,3.6088891874896945e-07,-3.727477633219678e-07,2.5370244099987005e-12,6.937018255324652e-16
layers.15.mlp.up_proj,15,up_proj,"[14336, 4096]",0.1651465743780136,0.11431759595870972,0.18806293606758118,0.20202599465847015,0.00013898946053814143,-0.006641230080276728,0.016429200768470764,-0.0012311801547184587,0.006062714383006096,1.042728074746492,0.0,3.1247074604034424,2.194809975318474e-12,0.9999999999978052,1.4814894484516117e-06,0.0002274536673212424,-0.00023230422812048346,1.3328411985202848e-10,4.692742860967769e-10,0.00015170933329500258,-0.00016680809494573623,6.532775431722371e-10,2.249368608042701e-10,0.00038879489875398576,-0.0004191746120341122,7.800037948868521e-09,6.097414795291911e-10,0.0002582704182714224,-0.00026600557612255216,7.778026001048488e-10,7.028613246973237e-10,3.098858485373057e-07,-2.874268432151439e-07,-5.766381729749304e-12,3.3324168734225697e-16
layers.15.self_attn.q_proj,15,q_proj,"[4096, 4096]",0.08985009044408798,0.0505652092397213,0.0907469168305397,0.1028045043349266,6.0281186051724944e-06,-0.00602004723623395,0.005824399180710316,-0.00011943948629777879,0.005257373210042715,1.0186857550019255,0.0,4.133941173553467,2.0210803823561635e-16,0.9999999999999998,1.4216301913450025e-08,0.0002194069529650733,-0.00022721081040799618,-1.4517890223331165e-09,4.819607490880173e-10,0.00011506253940751776,-0.0001212161296280101,-1.5098451655592982e-10,1.5265788633200827e-10,0.00022772388183511794,-0.00022035274014342576,2.661871167930485e-09,4.917204421417409e-10,0.00023483522818423808,-0.00024708002456463873,-1.6362322607932356e-09,6.310786893060083e-10,1.463902865594946e-08,-1.5128726715829544e-08,-1.7684028612123537e-13,2.170230552968373e-18
layers.15.self_attn.v_proj,15,v_proj,"[1024, 4096]",0.04197448864579201,0.03131246566772461,0.03913802281022072,0.05337367206811905,6.216605834197253e-05,-0.005404349882155657,0.05623581260442734,-0.001985751325264573,0.005259598605334759,1.140267965996955,0.0,2.9056003093719482,1.55360884451216e-11,0.9999999999844639,3.941585873690201e-06,0.00020153302466496825,-0.0002054859942290932,-1.4041876106318796e-08,4.201403114301172e-10,0.0001242457947228104,-0.00012245021935086697,-6.016964704258498e-10,2.3380658520366637e-10,0.0001842038764152676,-0.00017463006952311844,-1.2948062177997599e-08,3.6528721714113033e-10,0.00023810038692317903,-0.00023657259589526802,-1.4538895420912468e-08,6.793481888145436e-10,2.7737385721593455e-07,-2.9258043809932133e-07,2.0566071415317744e-11,9.21568246722653e-16
layers.16.mlp.down_proj,16,down_proj,"[4096, 14336]",0.09511606395244598,0.07775428891181946,0.09807880222797394,0.12506908178329468,0.00030101757147349417,-0.014618780463933945,0.04197683930397034,-0.0039221737533807755,0.013451271690428257,1.0933939057870248,0.0,2.580500841140747,2.2490283780475463e-10,0.9999999997750971,1.4996750905993395e-05,0.0001516249030828476,-0.00016780191799625754,-1.3694370082362184e-09,1.5591163082806503e-10,0.00010113482130691409,-0.00010943919915007427,-5.26859444960337e-10,1.0423675811388478e-10,0.00015417905524373055,-0.00015211026766337454,2.8187205902696633e-09,1.6598308838489118e-10,0.00017375798779539764,-0.00017655777628533542,-1.9132233575192004e-09,2.6898289151588983e-10,4.6680520426889416e-07,-4.731540172997484e-07,-8.650259328280008e-12,1.5632130684432042e-15
layers.16.mlp.gate_proj,16,gate_proj,"[14336, 4096]",0.21225298941135406,0.1171475276350975,0.30502039194107056,0.24346943199634552,7.163583359215409e-05,-0.008943658322095871,0.009195870719850063,-0.0006204417441040277,0.008071999065577984,1.0298997555459124,0.0,4.317242622375488,1.408941287534142e-13,0.9999999999998591,3.75358666815373e-07,0.00033995084231719375,-0.00031775175011716783,1.0092152891161277e-08,7.77125974682491e-10,0.00015934076509438455,-0.00017001388187054545,2.324877401704839e-09,2.362598727767562e-10,0.0005043012788519263,-0.0005394985200837255,-1.3877142102103335e-08,1.6073862241228198e-09,0.00034552905708551407,-0.00032896167249418795,1.2364528068076197e-08,1.0199906474994691e-09,1.267210336663993e-07,-1.1845366998386453e-07,3.259556903903449e-12,8.868233787427552e-17
layers.16.mlp.up_proj,16,up_proj,"[14336, 4096]",0.17845501005649567,0.11790772527456284,0.1979627162218094,0.21540656685829163,0.00019294848607387394,-0.013736526481807232,0.019464265555143356,-0.0016581102972850204,0.012229192070662975,1.0531873595483034,0.0,3.3414266109466553,7.213018058037051e-12,0.999999999992787,2.685704885152518e-06,0.00028682922129519284,-0.00031461851904168725,-2.7176625394531584e-09,5.481581299981997e-10,0.00016021884221117944,-0.00016489527479279786,-9.507153952981184e-10,2.3919288771878655e-10,0.0003033998073078692,-0.00031165024847723544,7.031903948018225e-10,6.762401194571055e-10,0.00029945047572255135,-0.00035090732853859663,-3.6549374637928622e-09,7.992454476024591e-10,3.03752869967866e-07,-2.9571148729701235e-07,-6.85371139182156e-13,6.424017515380413e-16
layers.16.self_attn.q_proj,16,q_proj,"[4096, 4096]",0.08401858061552048,0.05076219141483307,0.08799794316291809,0.09858924895524979,4.055006866110489e-05,-0.0056954738683998585,0.02100740186870098,-0.0008001461392268538,0.005221129395067692,1.0634541885241475,0.0,3.7718474864959717,4.071677713701983e-13,0.9999999999995929,6.38096764760121e-07,0.00018194310541730374,-0.0001963135291589424,-6.38031627531177e-10,4.214202042884807e-10,0.00011917395022464916,-0.0001076498010661453,-8.745626445261223e-11,1.5385835661074765e-10,0.0002207012294093147,-0.00021680472127627581,8.426745523593127e-09,4.6229339800696323e-10,0.0001968160067917779,-0.0001975302438950166,-7.775241006591216e-10,5.803302838280899e-10,9.991109095608408e-08,-1.0170673192533286e-07,-3.8833354934486586e-12,9.817651842181216e-17
layers.16.self_attn.v_proj,16,v_proj,"[1024, 4096]",0.04435209929943085,0.030234811827540398,0.0412471778690815,0.05448571592569351,4.743769022752531e-05,-0.005601029377430677,0.04537549242377281,-0.001569285523146391,0.005376478657126427,1.1233737023820964,0.0,3.2475476264953613,6.059676847620165e-12,0.9999999999939403,2.4616394966869848e-06,0.00021462482982315123,-0.00019279947446193546,-4.419501653529778e-09,4.69089711518933e-10,0.0001364954368909821,-0.00012431164213921875,4.622764393502621e-09,2.1799582972104048e-10,0.000198044566786848,-0.0001906342076836154,9.10238640017269e-09,4.0570896642222465e-10,0.00024703695089556277,-0.00023307971423491836,1.3794920761256435e-10,7.079519193098349e-10,2.192450523352818e-07,-2.2776758612508274e-07,-1.0468489790305124e-11,5.366270299420029e-16
layers.17.mlp.down_proj,17,down_proj,"[4096, 14336]",0.09869606047868729,0.07445988804101944,0.09901945292949677,0.12432427704334259,0.00028733836370520294,-0.012400020845234394,0.012551682069897652,-0.003909907769411802,0.012072510085999966,1.0298358799792737,0.0,2.781403064727783,2.224997420427615e-10,0.9999999997775002,1.4916412510501686e-05,0.00014435457705985755,-0.00016851566033437848,9.554345092865901e-10,1.6787984891131202e-10,9.485281771048903e-05,-9.231576404999942e-05,-1.5757033178243063e-10,9.550953777859306e-11,0.00017499213572591543,-0.0001723656605463475,-5.65851809852802e-10,1.6917525713644466e-10,0.00016002461779862642,-0.00018422935681883246,7.756740250108862e-10,2.6565039057402373e-10,5.001935505788424e-07,-5.078154003967938e-07,1.6420631130872887e-12,1.4246609246455029e-15
layers.17.mlp.gate_proj,17,gate_proj,"[14336, 4096]",0.19694244861602783,0.11588667333126068,0.3005213141441345,0.22978858649730682,5.7982775615528226e-05,-0.006423392798751593,0.013552053831517696,-0.0005071929772384465,0.005723976064473391,1.0414527403847842,0.0,3.9327213764190674,6.296639995819267e-14,0.999999999999937,2.5093058297898096e-07,0.00029229873325675726,-0.00032687027123756707,2.4803994413957753e-09,6.687987941234042e-10,0.00018444161105435342,-0.00019056058954447508,1.6673619152030028e-09,2.311353192174792e-10,0.0004395644646137953,-0.0004633574571926147,3.323520070264152e-10,1.5601788749819434e-09,0.0003232673625461757,-0.00037229235749691725,4.1328016564534664e-09,9.089907715420509e-10,8.933863426818789e-08,-8.475117851958203e-08,-6.407985172216316e-14,5.799902596368662e-17
layers.17.mlp.up_proj,17,up_proj,"[14336, 4096]",0.1818367838859558,0.11873959749937057,0.19720818102359772,0.2188405692577362,0.00022310805798042566,-0.012841274961829185,0.020856985822319984,-0.0019020023755729198,0.011595943942666054,1.0577278178078728,0.0,3.399989604949951,1.2501106881098895e-11,0.9999999999874989,3.535682481015101e-06,0.0003594939480535686,-0.0003487813228275627,-3.155585348579848e-09,5.691963012033341e-10,0.0001989870215766132,-0.0002167859929613769,-4.207917125853555e-09,2.425807055228546e-10,0.00035327990190126,-0.00035487869172357023,1.612906613823739e-10,6.707530086913494e-10,0.00036526270559988916,-0.0003527715161908418,-7.35182714706184e-09,8.247718619180944e-10,4.012948124909599e-07,-3.994869075540919e-07,-1.8238646812447634e-13,8.576890452472331e-16
layers.17.self_attn.q_proj,17,q_proj,"[4096, 4096]",0.08474051207304001,0.05050637573003769,0.09458912163972855,0.0996437668800354,4.587031526170904e-06,-0.002244920702651143,0.03702838346362114,-9.099722228711471e-05,0.0019379950826987624,1.114744771624828,0.0,3.892404317855835,6.806394745523317e-17,0.9999999999999999,8.25003354520959e-09,0.00021525011106859893,-0.00021435922826640308,-3.0552020913177103e-09,4.2877348893632927e-10,0.00012543144111987203,-0.00010964954708470032,8.223963732234552e-10,1.523183940088657e-10,0.0002957968972623348,-0.00038583180867135525,-2.742113647258293e-09,5.342987163814428e-10,0.00022168426949065179,-0.00021699594799429178,-2.3453756714530982e-09,5.928847968128537e-10,1.8711558524842076e-08,-1.4345165055829057e-08,1.3298333246224148e-13,1.2566316934849395e-18
layers.17.self_attn.v_proj,17,v_proj,"[1024, 4096]",0.05067722871899605,0.032284926623106,0.04322544485330582,0.06124415621161461,0.000306503294268623,0.0003504697233438492,0.05759064853191376,-0.009495957754552364,0.0044917152263224125,1.1692997083571441,0.0,3.5985445976257324,8.124023015997095e-09,0.999999991875977,9.013336239149794e-05,0.00029976581572555006,-0.00030823281849734485,4.1123353611283164e-09,6.12474793104667e-10,0.00015996828733477741,-0.00015852705109864473,-9.089125896366568e-09,2.4856192104572017e-10,0.00026070597232319415,-0.0002820678928401321,-5.5247322272578e-09,4.4556999756473203e-10,0.00028959321207366884,-0.0002915201766882092,-4.975911238602748e-09,8.944615048633864e-10,2.0001191387564177e-06,-1.8486434782971628e-06,3.917539903586231e-11,2.240373007554239e-14
layers.18.mlp.down_proj,18,down_proj,"[4096, 14336]",0.09247666597366333,0.07498016953468323,0.09693282097578049,0.12056303769350052,0.0002575973339844495,-0.010748806409537792,0.029722683131694794,-0.0034772511571645737,0.010330485180020332,1.0662983051594352,0.0,2.580604076385498,1.3934718628691406e-10,0.9999999998606528,1.1804538189608138e-05,0.00012656628678087145,-0.00012661646178457886,-1.9782032956161544e-10,1.4723436358998754e-10,9.176400635624304e-05,-9.506303467787802e-05,-5.174938810803553e-10,9.68625110675525e-11,0.00017081182159017771,-0.0001564164413139224,4.449872470502214e-09,1.6200592256598867e-10,0.00015586429799441248,-0.00015463485033251345,-7.127176071541896e-10,2.499637163921875e-10,4.155462534072285e-07,-4.5378996560430096e-07,-1.182182563647105e-11,1.1434175046742237e-15
layers.18.mlp.gate_proj,18,gate_proj,"[14336, 4096]",0.21253687143325806,0.11689220368862152,0.29128602147102356,0.24355222284793854,0.00020870991284027696,-0.010805508121848106,0.008768013678491116,-0.0018111557001248002,0.010289323516190052,1.0286114975072138,0.0,4.340641498565674,1.023926538078814e-11,0.9999999999897607,3.199883167326334e-06,0.0003311138425488025,-0.0003394385566934943,8.033642084903647e-10,7.793166112435301e-10,0.0001854745059972629,-0.0002168102073483169,-1.6187767792885666e-09,2.351355776752939e-10,0.00048341770889237523,-0.0004854919097851962,-1.018552797660277e-08,1.465883081586128e-09,0.00033351522870361805,-0.0003489393857307732,-8.582367594378582e-10,1.0206393508127576e-09,3.478235157672316e-07,-3.463374866896629e-07,7.297269559447539e-12,7.524077203429702e-16
layers.18.mlp.up_proj,18,up_proj,"[14336, 4096]",0.17879436910152435,0.12246085703372955,0.18582426011562347,0.21775610744953156,0.00015668438572902232,-0.004748854786157608,0.013690290972590446,-0.001293878653086722,0.004603140521794558,1.0359558550504175,0.0,3.165290355682373,2.6873912290647347e-12,0.9999999999973126,1.639325091673527e-06,0.000276583043159917,-0.00027666325331665576,-2.180316815980632e-09,5.498549948690368e-10,0.000184590884600766,-0.00019885589426849037,1.1192017312922076e-09,2.5791174751432777e-10,0.0002752784639596939,-0.00025945587549358606,-4.249865348526782e-09,5.946740322393396e-10,0.0003050431841984391,-0.0003381663409527391,-1.0642755565726247e-09,8.163656417536913e-10,2.1877225719890703e-07,-2.321138055094707e-07,3.5834714102317422e-12,4.2280147194054913e-16
layers.18.self_attn.q_proj,18,q_proj,"[4096, 4096]",0.08789683133363724,0.054851774126291275,0.08194377273321152,0.10317330062389374,3.137333260383457e-05,-0.0005218717851676047,-0.0010991273447871208,-0.0005728682735934854,0.000776624889113009,0.9968402351557906,0.003159764844209434,3.537327527999878,1.0693954561876043e-13,0.9999999999998931,3.2701714758331946e-07,0.00023662693274673074,-0.00026445885305292904,-7.20879977933464e-09,4.61226001835513e-10,0.0001235927193192765,-0.00012008444173261523,-1.3011181021482798e-09,1.7968443399851708e-10,0.00020047432917635888,-0.00020935505745001137,7.468781149100323e-09,4.008693654800055e-10,0.0003062623436562717,-0.00033312576124444604,-8.487169189663746e-09,6.356025150644484e-10,8.015349095558122e-08,-7.675342317270406e-08,-2.8594910727458567e-12,5.875987330855779e-17
layers.18.self_attn.v_proj,18,v_proj,"[1024, 4096]",0.041296519339084625,0.03170700743794441,0.041808441281318665,0.053625963628292084,9.709934238344431e-05,-0.008153670467436314,0.07672840356826782,-0.003063086187466979,0.007999494671821594,1.187925702193752,0.0,2.8604865074157715,8.7953007329379e-11,0.999999999912047,9.378323738928884e-06,0.00019086166867055,-0.00020124235015828162,1.589907583365857e-08,4.0668771128515857e-10,0.0001380179455736652,-0.0001467178954044357,-3.1606717243448657e-11,2.3974608409638165e-10,0.0001802514016162604,-0.00018420717970002443,-2.724955150412711e-09,4.168313749719488e-10,0.00023456054623238742,-0.0002443864068482071,1.5703012223866608e-08,6.857902579149311e-10,4.2782360765158955e-07,-4.1863626165650203e-07,6.328742651467989e-12,2.2484165594763078e-15
layers.19.mlp.down_proj,19,down_proj,"[4096, 14336]",0.09264521300792694,0.07515683770179749,0.09514424204826355,0.12070290744304657,0.00037498012534342706,-0.012430515140295029,0.02815885841846466,-0.005051016807556152,0.012540302239358425,1.062736870864697,0.0,2.5747363567352295,6.208546577453224e-10,0.9999999993791453,2.4916969778132625e-05,0.00011093467765022069,-0.00012088259973097593,-1.5146749410277494e-09,1.4775258794230695e-10,9.674237662693486e-05,-9.849061461864039e-05,7.098189258591958e-10,9.729878014397286e-11,0.00016820563178043813,-0.00015892648661974818,1.3525792708080075e-09,1.5605806924501309e-10,0.00013662259152624756,-0.00013121947995387018,-7.596410722676694e-10,2.5051860585989516e-10,6.264037892833585e-07,-6.629772428823344e-07,-5.331148283244103e-12,2.424389771850757e-15
layers.19.mlp.gate_proj,19,gate_proj,"[14336, 4096]",0.21041488647460938,0.11743323504924774,0.2580033242702484,0.24207927286624908,9.973784472094849e-05,-0.005630491301417351,0.010048458352684975,-0.0008604982285760343,0.0052922689355909824,1.032341091520962,0.0,4.2490715980529785,5.237337882947178e-13,0.9999999999994763,7.236951091726951e-07,0.00039432238554582,-0.0003370516642462462,9.283913193769422e-09,7.638873422699533e-10,0.0001764117187121883,-0.00017716792353894562,9.592084904141984e-10,2.3731641651814073e-10,0.0004597484949044883,-0.00046504082274623215,-1.1224634555162538e-08,1.1478331618519633e-09,0.000353392242686823,-0.00035048226709477603,1.0221909541030527e-08,1.008374828082026e-09,1.7988445222272276e-07,-1.7783730754672433e-07,4.341848495320599e-12,1.7174490331109437e-16
layers.19.mlp.up_proj,19,up_proj,"[14336, 4096]",0.17746232450008392,0.12086242437362671,0.18401078879833221,0.2157931923866272,0.00033126212656497955,-0.006747517269104719,0.014700614847242832,-0.0027700234204530716,0.007032918278127909,1.0388541099422497,0.0,3.191807746887207,5.648426263974442e-11,0.9999999999435157,7.515595370932715e-06,0.000260242260992527,-0.00026778565370477736,-6.978078670449861e-10,5.416752602016572e-10,0.00017792834842111915,-0.00017984883743338287,7.889581210562824e-10,2.5122862123971856e-10,0.00028729569748975337,-0.0003098075103480369,8.749688196196814e-10,5.829513538557762e-10,0.00034765235614031553,-0.0003118687018286437,8.348693264492724e-11,8.018735675463518e-10,5.57560667857615e-07,-5.170461463421816e-07,-1.574681032269487e-12,1.888133636460533e-15
layers.19.self_attn.q_proj,19,q_proj,"[4096, 4096]",0.08937422186136246,0.058582603931427,0.08651824295520782,0.10735093802213669,1.772148607415147e-05,-0.0038312089163810015,0.030502866953611374,-0.00030299436184577644,0.003119461238384247,1.0853828053715375,0.0,3.3588192462921143,8.37709795475267e-15,0.9999999999999917,9.152682878266205e-08,0.0003690109006129205,-0.00033981248270720243,7.974517046704932e-09,4.768712091873795e-10,0.00013585083070211112,-0.00014203997852746397,-9.469806050432794e-10,2.0488080676450693e-10,0.00021362154802773148,-0.00021127844229340553,-3.116255253843292e-09,4.4682058053524543e-10,0.00039306108374148607,-0.0003751111216843128,6.8406436071200005e-09,6.881575864703393e-10,4.328260772012982e-08,-4.376261841798623e-08,6.383975379581353e-13,1.8752090187987306e-17
layers.19.self_attn.v_proj,19,v_proj,"[1024, 4096]",0.045008573681116104,0.03431263566017151,0.044284261763095856,0.058204617351293564,0.00011369202547939494,-0.006020285189151764,0.07499341666698456,-0.003314204514026642,0.006385010667145252,1.1848598089619031,0.0,2.8773858547210693,1.205355420458303e-10,0.9999999998794644,1.0978869795508217e-05,0.00018510321388021111,-0.0002079462428810075,3.043556962012417e-09,4.830904010155734e-10,0.0001596851652720943,-0.00017837240011431277,-1.7252967943193198e-09,2.807699350793058e-10,0.00022101473587099463,-0.00022348613128997386,-6.217223180726705e-09,4.676680154247492e-10,0.0002725062076933682,-0.00024720802321098745,1.3781440433291436e-09,8.078834823344039e-10,5.737673518524389e-07,-5.674224325957766e-07,1.5961804794573098e-11,3.0825360659332427e-15
layers.2.mlp.down_proj,2,down_proj,"[4096, 14336]",0.08546458184719086,0.06256663054227829,0.09225735068321228,0.1071934849023819,0.0003325887955725193,0.0019325601169839501,0.03324412927031517,-0.005376218818128109,0.0015727963764220476,1.0826001555731324,0.0,2.93914532661438,8.003313068897812e-10,0.9999999991996686,2.829011282301508e-05,0.00013180385576561093,-0.0001337415014859289,-1.0587768856096247e-10,1.2562292872608793e-10,8.760632772464305e-05,-8.184144826373085e-05,1.1940325395087825e-09,6.731533386261646e-11,0.00013468625547830015,-0.00013337501150090247,-8.309893884117514e-10,1.4666330649948378e-10,0.00016203384438995272,-0.0001503582752775401,1.0849220410946714e-09,1.978495561827387e-10,4.806048536920571e-07,-4.85329849198024e-07,2.9943963975043175e-12,1.9043593995981363e-15
layers.2.mlp.gate_proj,2,gate_proj,"[14336, 4096]",0.14238408207893372,0.09553825855255127,0.14356908202171326,0.17418882250785828,2.2378413632395677e-05,0.0004988027503713965,0.03762105479836464,-0.0002366856497246772,-0.0002797770721372217,1.1023359335906804,0.0,3.317739963531494,3.0046648098792074e-15,0.999999999999997,5.48149081680549e-08,0.00016862651682458818,-0.00015184804215095937,1.5046043300159795e-09,3.490201738731713e-10,0.00011160669237142429,-0.00011385356629034504,-3.233218137665972e-09,1.5713710888043408e-10,0.00018109225493390113,-0.0001803247578209266,3.2955900231002033e-09,3.5487157656888257e-10,0.00016958593914750963,-0.0001735868281684816,-1.7282703046461734e-09,5.213400822157155e-10,2.8093669612871963e-08,-2.8213241520802512e-08,-5.134360276347338e-13,8.613455706752441e-18
layers.2.mlp.up_proj,2,up_proj,"[14336, 4096]",0.1464672088623047,0.0993725061416626,0.15037983655929565,0.17932668328285217,0.0001227287284564227,0.0008847200078889728,0.030822530388832092,-0.0012478999560698867,-5.671051258104853e-05,1.08249472841635,0.0,3.249678611755371,2.318166315631687e-12,0.9999999999976819,1.5225543847918743e-06,0.00020633400708902627,-0.0002038573584286496,-3.1947535727994136e-09,3.693618189082315e-10,0.00012751916074194014,-0.00014546695456374437,-2.067576998499021e-09,1.7009231523257284e-10,0.0002212684485130012,-0.00024863414000719786,3.905689105465626e-09,3.894418398875388e-10,0.00023868874995969236,-0.00021772339823655784,-5.26272936340888e-09,5.527451829578922e-10,2.0275344070341816e-07,-1.8043756710994785e-07,-3.184969432287743e-12,2.589748179088452e-16
layers.2.self_attn.q_proj,2,q_proj,"[4096, 4096]",0.0729917660355568,0.045155685395002365,0.06819973140954971,0.08500697463750839,4.214324144413695e-05,-0.0013126732083037496,-0.013342058286070824,0.0009347575251013041,-0.0006097278092056513,0.9616180914272299,0.03838190857277013,3.543708086013794,7.585570278910631e-13,0.9999999999992415,8.709494636605086e-07,0.00015854672528803349,-0.00015935595729388297,8.379668514635341e-09,3.1811459022534905e-10,9.220484207617119e-05,-9.078703442355618e-05,-3.2351765710814107e-10,1.217280998222492e-10,0.00015810973127372563,-0.00014909535821061581,3.1618723195236953e-09,2.776931740111621e-10,0.00019164419791195542,-0.000179239985300228,7.810552205000931e-09,4.3136877403426865e-10,9.769400577397391e-08,-9.212413942805142e-08,1.953679622593296e-12,1.0601903104431721e-16
layers.2.self_attn.v_proj,2,v_proj,"[1024, 4096]",0.03824390470981598,0.026614397764205933,0.04130469262599945,0.047433752566576004,0.00011593099043238908,-0.007257004734128714,0.048813171684741974,-0.004357083234935999,0.008212542161345482,1.1302074215814315,0.0,3.1763803958892822,3.600223527744143e-10,0.9999999996399777,1.8974251361214556e-05,0.0003048641956411302,-0.0002524104784242809,2.0809416412248538e-08,3.487983235572756e-10,0.00016823744226712734,-0.00018743200052995235,5.262800861771666e-09,1.689220707756789e-10,0.0002580238797236234,-0.0002504476869944483,-3.5262981423755946e-09,4.068675119039966e-10,0.0003047157952096313,-0.0003666810516733676,2.572163637637459e-08,5.36560185171453e-10,7.029364610389166e-07,-7.242006745400431e-07,9.897331218478023e-12,3.2051701313114307e-15
layers.20.mlp.down_proj,20,down_proj,"[4096, 14336]",0.09218870848417282,0.07347901910543442,0.09568086266517639,0.11891179531812668,0.0003368208126630634,-0.006557956803590059,0.021387839689850807,-0.0046343328431248665,0.007899623364210129,1.048311711967699,0.0,2.6133947372436523,4.3991604380823863e-10,0.999999999560084,2.0974159269826487e-05,0.00012762646656483412,-0.00012203865480842069,-2.209641081218905e-10,1.4624347566272178e-10,9.412192594027147e-05,-9.370150655740872e-05,1.1955008163977432e-11,9.304845782764914e-11,0.0001976627972908318,-0.00018852566427085549,-2.110891017537142e-09,1.5775618311675288e-10,0.0001359636808047071,-0.000123113626614213,-2.0814446000105846e-10,2.431722878615261e-10,6.630924644923653e-07,-6.952300850571191e-07,7.424538414624315e-12,1.951612614868375e-15
layers.20.mlp.gate_proj,20,gate_proj,"[14336, 4096]",0.2072294056415558,0.11921847611665726,0.26298198103904724,0.2398545891046524,0.00013043565559200943,-0.005797289777547121,0.0067941672168672085,-0.0011084500001743436,0.0055516683496534824,1.021167256789468,0.0,4.04828405380249,1.4419731985220855e-12,0.999999999998558,1.2008209751002141e-06,0.00033511087531223893,-0.0003625038079917431,-1.3782782692928208e-09,7.406251167907385e-10,0.00016755952674429864,-0.00016462657367810607,-1.1484354578428224e-09,2.44495118595367e-10,0.00047788562369532883,-0.0004863044014200568,-1.8504620058479304e-08,1.1930324506082002e-09,0.000359243102138862,-0.0003598190669436008,-2.501671758636803e-09,9.89785919891517e-10,2.4124398123603896e-07,-2.3706762419806182e-07,9.179698667871605e-12,2.9359509263615776e-16
layers.20.mlp.up_proj,20,up_proj,"[14336, 4096]",0.174987331032753,0.11758904904127121,0.19043271243572235,0.21214178204536438,0.00018361110414844006,-0.0072925337590277195,0.017825601622462273,-0.001579814706929028,0.006843640003353357,1.0478408769348704,0.0,3.2576701641082764,5.962771477718855e-12,0.9999999999940372,2.4418804969172925e-06,0.00022618260118179023,-0.0002148596540791914,-5.211238107705185e-09,5.263912083997013e-10,0.00013134985056240112,-0.000149173938552849,4.108512197120717e-09,2.3785723390901126e-10,0.00037187684210948646,-0.00034151674481108785,-2.7753965792243207e-09,6.249100126254348e-10,0.0002618699800223112,-0.0002526194148231298,-1.0876666234338472e-09,7.748601205115335e-10,3.292483654604439e-07,-3.58517837639738e-07,2.675693651019162e-12,5.808188563826279e-16
